z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O2,OH,O,H2O,HO2,H2O2,N2
0.0,1.3115155690200024,0.0,300.0,0.9121416717197898,0.22727272726853912,-1.1592995766472706e-19,0.1623376623385522,4.970101277535605e-20,1.7609397236634307e-20,1.4754887018119292e-19,3.588515070096744e-20,-6.685335146511015e-20,0.6103896103929087
0.002166666666666667,1.3115155687992086,0.0,300.000000000057,0.9121416718733489,0.22727272712569307,1.216827453749353e-23,0.1623376623689028,2.1212496112154936e-21,1.0937097063447983e-18,1.5345023129756294e-17,4.310034435213064e-19,-5.144013741247619e-20,0.6103896105054041
0.003666666666666667,1.3115155642399923,0.0,300.0000000023933,0.9121416750442235,0.22727272417276256,9.617378952152534e-22,0.16233766299631294,6.399491565720119e-20,5.133699815060946e-17,9.34424346788127e-16,1.9738059426190126e-17,9.858914638935292e-19,0.6103896128309236
0.005166666666666667,1.3115154522711716,0.0,300.00000011591106,0.9121417529170595,0.22727265149373407,5.1868450967415225e-20,0.16233767843842695,3.4508987253721166e-18,2.7690746275019664e-15,6.71829987806459e-14,1.0896072534212811e-15,8.340276062089179e-17,0.6103896700677679
0.005916666666666667,1.3115144093012034,0.0,300.0000021985542,0.9121424782895361,0.2272719716036745,1.090905887131387e-18,0.16233782289401383,7.253883682193857e-17,5.822796373108499e-14,1.8676136675390923e-12,2.3708165688447346e-14,2.5486465000338657e-15,0.6103902055003596
0.006291666666666668,1.311509311188832,0.0,300.00002182396116,0.912146023979081,0.22726862154445113,1.1685444618636297e-17,0.16233853466901077,7.763776390339203e-16,6.233408730773606e-13,2.6817804096076582e-11,3.172194831143438e-13,4.003492835754401e-14,0.6103928437587389
0.006479166666666668,1.3114956696655857,0.0,300.00011920003766,0.9121555116666716,0.22725953053503814,6.783659041770231e-17,0.16234046614366587,4.510763025492333e-15,3.6062591032845895e-12,2.0602821724011886e-10,2.4788774190818807e-12,3.3441368940683897e-13,0.6104000031088437
0.006572916666666668,1.3114742292028791,0.0,300.00038512683267,0.912170423920222,0.22724492266102467,2.3232135523723596e-16,0.16234356952213028,1.559708322120649e-14,1.2175018228267755e-11,8.945675878597745e-10,1.1267760035288261e-11,1.5638842227929299e-12,0.6104115068972551
0.006666666666666667,1.311422893580638,0.0,300.001442117964,0.9122061308127358,0.22720875622597864,9.491433709057163e-16,0.16235125188255264,6.603476766040448e-14,4.7756068865522195e-11,4.651560463254132e-09,6.243139674766019e-11,8.820239198435368e-12,0.6104399871208335
0.006750000000000001,1.3113194935695072,0.0,300.0050216254474,0.9122780599837295,0.22713179840163344,3.883316883123185e-15,0.16236759441354132,2.9573426193998285e-13,1.735226236847186e-10,2.2047177362684403e-08,3.156264036374816e-10,4.513245978726199e-11,0.6105005846030668
0.006833333333333334,1.3111014005421304,0.0,300.0180698582634,0.9124298113919949,0.22695387757715063,1.947537569405188e-14,0.1624053555066376,1.7411738708217627e-12,6.514709826618929e-10,1.0835363919786484e-07,1.659272281730452e-09,2.396713091894775e-10,0.6106406560103974
0.006916666666666666,1.3106737620706306,0.0,300.06565468596153,0.9127275133077467,0.22654253136416963,1.2971656190543835e-13,0.16249255641411836,1.3803168601702091e-11,2.4677691518887724e-09,5.365248469133067e-07,8.791254595614347e-09,1.2818468562374132e-09,0.6109643631420614
0.006958333333333334,1.3103544198882842,0.0,300.13671044836804,0.9129499511394986,0.22613450736691854,5.194571157369668e-13,0.16257886984745368,6.034568716950192e-11,5.283616593987423e-09,1.3864270673247313e-06,2.3863550518460522e-08,3.5053578766904008e-09,0.6112852036451701
0.007,1.3100349834557181,0.0,300.30197174808194,0.9131725631148935,0.22545904822139504,2.1817665909917947e-12,0.16272128051071938,2.6477470726605356e-10,1.2037024091825798e-08,3.91787038675696e-06,7.13523032472949e-08,1.0568765975063004e-08,0.6118156591724492
0.007041666666666667,1.3099944405791188,0.0,300.68665014373653,0.9132008247940208,0.22434146174934042,9.539240686490733e-12,0.16295551085595722,1.1771250157363976e-09,2.8240285214283654e-08,1.1450515239541308e-05,2.2069813512110448e-07,3.298712865915519e-08,0.6126912937672496
0.007083333333333334,1.3110678272359886,0.0,301.5829976620041,0.9124531765335607,0.2224949193090396,4.2772787325012185e-11,0.1633384192584534,5.2303795729368545e-09,6.719157465423995e-08,3.3812458198784776e-05,6.888020911064294e-07,1.0397781206038465e-07,0.6141319837296779
0.007125,1.3155076918987525,0.0,303.673660982586,0.9093736288882913,0.21945454452030635,1.9762111718967813e-10,0.1639568643075815,2.3000903956956705e-08,1.6151623747495534e-07,9.982908329859248e-05,2.1472757183093627e-06,3.2748420959141157e-07,0.6164861026141232
0.007145833333333334,1.321134608228686,0.0,305.7634670268091,0.9055004661609419,0.21720164168530048,5.030955299113984e-10,0.1644017622736295,5.445165646345128e-08,2.616903138451444e-07,0.00018077076569457404,4.027329000455356e-06,6.172809806453263e-07,0.6182108640203285
0.007166666666666667,1.331679141965819,0.0,309.24269896335466,0.8983305106412308,0.21424339183801736,1.3569304611150214e-09,0.16496398110226507,1.2988494112514824e-07,4.38230693802894e-07,0.0003386040146896216,7.864324866310673e-06,1.209320762770738e-06,0.6204443799268334
0.007187499999999999,1.3507165451803338,0.0,315.02155032154474,0.8856691715823485,0.21038729638217327,4.209623906174345e-09,0.16565396746409775,3.172571083039757e-07,7.591968160498829e-07,0.0006425608347173587,1.564297783111619e-05,2.4006074377644325e-06,0.6232970510701944
0.007197916666666667,1.365628392118414,0.0,319.3308087598923,0.8759981928588345,0.20802089358802903,9.422186019136732e-09,0.16604600988164886,5.308636869332449e-07,1.0334647128673918e-06,0.0008986988424490811,2.2551713512746307e-05,3.435873397535997e-06,0.6250068363503769
0.007208333333333333,1.3859549312011452,0.0,325.0351418401993,0.8631507249486751,0.20531822697799101,2.4068034693168498e-08,0.16645825877463016,9.11768387468372e-07,1.4382264224225568e-06,0.0012674397767569456,3.294181325936902e-05,4.960542924345239e-06,0.6269157980515937
