phi,T (K),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
1,400.0,2.988258340819082e-22,2.3206466563037246e-37,1.2678666960918145e-38,1.3750875563224948e-17,3.1354440056265243e-24,0.19011406844106468,3.5892142004285414e-32,1.0704653416070304e-26,5.063553203711775e-122,2.5135402665070335e-119,3.7138203282293314e-106,2.4606233896726515e-111,2.5026975866482422e-88,5.139382947895094e-74,9.676734506115918e-26,0.09505703422053237,1.8436957883488886e-58,2.708899642053096e-53,1.9876824119170087e-78,2.707250762415824e-83,1.5741043598102763e-68,1.1492942271107356e-149,2.232062370935838e-120,3.305637833354464e-142,6.87659851962392e-125,2.873005643812736e-146,5.827663973231465e-135,5.8479677894627885e-111,5.147574564917399e-96,8.654415304810883e-113,1.676716766479727e-59,4.063074424158214e-57,4.56490910356668e-49,2.5861437556620715e-32,6.304723993142059e-46,1.6907769074998292e-20,2.5882058593198664e-25,7.720796553556642e-24,4.0065125779360224e-36,1.7488342855448078e-88,1.6230947693725737e-62,9.21329049828029e-91,2.4610450420118204e-108,1.974708638465932e-79,1.3747950735454422e-55,8.806622275501333e-42,1.1846224310658615e-60,0.714828897338403,0.0,4.552099102600887e-206,1.3624843653570851e-194,2.279588806788679e-118,8.513051390251297e-108
